LEVEL,CODE,NATIONAL_TITLE_BE_NL,NATIONAL_TITLE_BE_FR,NATIONAL_TITLE_BE_DE,NATIONAL_TITLE_BE_EN
5,86.963,Activiteiten op het gebied van osteopathie,Activités d'ostéopathie,Erbringung von osteopathischen Dienstleistungen,Osteopathy activities
5,86.964,Activiteiten op het gebied van homeopathie,Activités d'homéopathie,Erbringung von homeopathischen Dienstleistungen,Homeopathy activities
5,86.965,Activiteiten op het gebied van acupunctuur,Activités d'acupuncture,Erbringung von Dienstleistungen im Bereich der Akupunktur,Acupuncture activities
4,86.97,"Bemiddelingsactiviteiten in verband met geneeskundige, tandheelkundige en andere diensten in verband met de menselijke gezondheid","Activités de service d’intermédiation pour les services médicaux, dentaires et autres services pour la santé humaine","Vermittlungstätigkeiten für medizinische, zahnärztliche und andere Gesundheitstätigkeiten","Intermediation service activities for medical, dental and other human health services"
5,86.970,"Bemiddelingsactiviteiten in verband met geneeskundige, tandheelkundige en andere diensten in verband met de menselijke gezondheid","Activités de service d’intermédiation pour les services médicaux, dentaires et autres services pour la santé humaine","Vermittlungstätigkeiten für medizinische, zahnärztliche und andere Gesundheitstätigkeiten","Intermediation service activities for medical, dental and other human health services"
4,86.99,"Overige menselijke gezondheidszorg, n.e.g.",Autres activités pour la santé humaine n.c.a.,Sonstiges Gesundheitswesen a. n. g.,Other human health activities n.e.c.
5,86.991,"Activiteiten op het gebied van mondzorg, m.u.v. activiteiten van tandartspraktijken","Activités de soins buccaux, à l'exception des activités de soins dentaires","Erbringung von Dienstleistungen im Bereich der Mundpflege, mit Ausnahme von Zahnarztpraxen","Mouth care activities, except dental care activities"
5,86.992,"Activiteiten van bloedtransfusiecentra, bloedbanken, spermabanken, organenbanken en dergelijke","Activités des centres de collecte de sang, des banques de sang, des banques de sperme, des banques d'organes et des établissements similaires","Bluttransfusionszentren, Blutbanken, Samendepots, Organbanken u. Ä.","Activities of blood collection centres, blood banks, sperm banks, transplant organ banks and similar establishments"
5,86.993,Activiteiten op het gebied van oogzorg,Activités de soins oculaires,Erbringung von Dienstleistungen im Bereich der Augenpflege,Eye care activities
5,86.994,Activiteiten op het gebied van voetzorg en -problematiek,Activités dans le domaine des soins et de la problématique du pied,Erbringung von Dienstleistungen im Bereich der Fußpflege und Fußprobleme,Activities in the field of foot care and foot problems
5,86.995,Activiteiten op het gebied van voeding,Activités dans le domaine de l’alimentation,Erbringung von Dienstleistungen im Bereich der Nahrung,Activities in the field of nutrition
5,86.996,Activiteiten op het gebied van logopedie,Activités de logopédie,Erbringung von logopädischen Dienstleistungen,Activities in the field of logopedics
5,86.997,"Activiteiten van shiatsu, thai massage , watsu, tuina qigong","Activités de shiatsu, massage thaïlandais, watsu, qigong tuina","Shiatsu, Thai-Massage, Watsu, Tuina Qigong","Shiatsu, Thai massage, watsu, tuina qigong activities"
5,86.999,"Overige activiteiten op het gebied van menselijke gezondheidszorg, n.e.g.",Autres activités dans le domaine de la santé humaine n.c.a.,Sonstige Tätigkeiten im Bereich Gesundheitswesen a.n.g.,Other activities in the field of human health n.e.c.
2,87,"Verpleging, verzorging en begeleiding met overnachting",Activités de soins en établissement résidentiel,"Heime, ohne Erholungs- und Ferienheime",Residential care activities
3,87.1,Activiteiten van verpleegtehuizen,Activités d'hébergement médicalisé,Pflegeheime,Residential nursing care activities
4,87.10,Activiteiten van verpleegtehuizen,Activités d'hébergement médicalisé,Pflegeheime,Residential nursing care activities
5,87.101,Rust- en verzorgingstehuizen (R.V.T.),Maisons de repos et de soins (M.R.S.),Tätigkeiten von Alten- und Pflegeheimen,Nursing homes
5,87.109,Overige verpleeginstellingen met huisvesting,Autres activités d'hébergement médicalisé,Sonstige stationäre Pflegeeinrichtungen,Other residential nursing care activities
3,87.2,Residentiële zorg voor personen met een al dan niet gediagnosticeerde psychische aandoening of voor drugs- of alcoholverslaafden,Activités d'hébergement social pour personnes souffrant de ou diagnostiquées comme souffrant de maladie mentale ou abus de substances psychotropes,"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung",Residential care activities for persons living with or having a diagnosis of a mental illness or substance abuse
4,87.20,Residentiële zorg voor personen met een al dan niet gediagnosticeerde psychische aandoening of voor drugs- of alcoholverslaafden,Activités d'hébergement social pour personnes souffrant de maladie mentale ou de toxicomanie,"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung",Residential care activities for persons living with or having a diagnosis of a mental illness or substance abuse
5,87.201,Instellingen met huisvesting voor minderjarigen met een mentale handicap,Activités de soins résidentiels pour mineurs avec un handicap mental,Stationäre Einrichtungen zur Betreuung geistig behinderter Minderjähriger,Residential care activities for minors with mental disabilities
5,87.202,Instellingen met huisvesting voor volwassenen met een mentale handicap,Activités de soins résidentiels pour adultes avec un handicap mental,Stationäre Einrichtungen zur Betreuung geistig behinderter Erwachsener,Residential care activities for adults with mental disabilities
5,87.203,Instellingen met huisvesting voor personen met psychiatrische problemen,Activités de soins résidentiels pour personnes avec un problème psychiatrique,Stationäre Einrichtungen zur Betreuung von Personen mit psychiatrischen Problemen,Residential care activities for persons with psychiatric disabilities
5,87.204,Instellingen met huisvesting voor drugs- en alcoholverslaafden,Activités de soins résidentiels pour personnes toxicodépendantes et alcolodépendantes,Stationäre Einrichtungen zur Betreuung von Drogen- und Alkoholsüchtigen,Residential care activities for drug and alcohol dependent persons
5,87.205,Activiteiten van beschut wonen voor personen met psychiatrische problemen,Activités des habitations protégées pour personnes avec un problème psychiatrique,Tätigkeiten im Bereich des beschützten Wohnens für Personen mit psychiatrischen Problemen,Activities of assisted living for persons with psychiatric disabilities
5,87.209,Andere instellingen met huisvesting voor personen met een mentale handicap of psychiatrische problemen en voor drugs- en alcoholverslaafden,"Autres activités de soins résidentiels pour personnes avec un handicap mental, un problème psychiatrique, toxicodépendantes ou alcolodépendantes",Sonstige stationäre Einrichtungen zur Betreuung von Personen mit einer geistigen Behinderung oder psychiatrischen Problemen und von Drogen- und Alkoholabhängigen,"Other residential care activities for persons with mental disabilities, persons with psychiatric disabilities, drug and alcohol dependent p"
3,87.3,Residentiële zorg voor ouderen of personen met een lichamelijke handicap,Activités d'hébergement social pour personnes âgées ou en situation de handicap physique,Seniorenwohnheime und Wohnheime für Menschen mit Behinderung,Residential care activities for older persons or persons with physical disabilities
4,87.30,Residentiële zorg voor ouderen of personen met een lichamelijke handicap,Activités d'hébergement social pour personnes âgées ou en situation de handicap physique,Seniorenwohnheime und Wohnheime für Menschen mit Behinderung,Residential care activities for older persons or persons with physical disabilities
5,87.301,Rusthuizen voor ouderen (R.O.B.),Activités des maisons de repos pour personnes âgées (M.R.P.A.),Tätigkeiten von Altenheimen,Activities of rest homes for older persons
5,87.302,Serviceflats voor ouderen,Activités des résidences services pour personnes âgées,Tätigkeiten von Pflegeresidenzen für ältere Menschen,Activities of service flats for older persons
5,87.303,Instellingen met huisvesting voor minderjarigen met een lichamelijke handicap,Activités de soins résidentiels pour mineurs avec un handicap moteur,Stationäre Einrichtungen zur Betreuung Minderjähriger mit körperlicher Behinderung,Residential care activities for minors with physical disabilities
5,87.304,Instellingen met huisvesting voor volwassenen met een lichamelijke handicap,Activités de soins résidentiels pour adultes avec un handicap moteur,Stationäre Einrichtungen zur Betreuung Erwachsener mit körperlicher Behinderung,Residential care activities for adults with physical disabilities
5,87.309,"Instellingen met huisvesting voor ouderen en voor personen met een lichamelijke handicap, n.e.g.",Autres activités de soins résidentiels pour personnes âgées ou avec un handicap moteur,Stationäre Einrichtungen zur Betreuung älterer Menschen und körperlich Behinderter,Other residential care activities for older persons or persons with physical disabilities
3,87.9,"Overige activiteiten op het gebied van verpleging, verzorging en begeleiding met overnachting",Autres activités de soins en établissement résidentiel,"Sonstige Heime, ohne Erholungs- und Ferienheime, und Tätigkeiten für stationäre Betreuung",Other residential care activities
4,87.91,Bemiddelingsactiviteiten in verband met residentiële zorg,Activités de service d’intermédiation pour des activités de soins en établissement résidentiel,Vermittlungstätigkeiten für Heime und stationäre Betreuung,Intermediation service activities for residential care activities
5,87.910,Bemiddelingsactiviteiten in verband met residentiële zorg,Activités de service d’intermédiation pour des activités de soins en établissement résidentiel,Vermittlungstätigkeiten für Heime und stationäre Betreuung,Intermediation service activities for residential care activities
4,87.99,"Overige activiteiten op het gebied van verpleging, verzorging en begeleiding met overnachting, n.e.g.",Autres activités d'hébergement social n.c.a.,"Sonstige Heime, ohne Erholungs- und Ferienheime, a. n. g.",Other residential care activities n.e.c.
5,87.991,Integrale jeugdhulp met huisvesting,Services d'aide à la jeunesse avec hébergement,Jugendhilfsdienste mit Unterbringung,Youth care activities with accommodation
5,87.992,Algemeen welzijnswerk met huisvesting,Services sociaux généraux avec hébergement,Allgemeine Sozialdienste mit Unterbringung,General social work activities with accommodation
5,87.999,"Overige maatschappelijke dienstverlening met huisvesting, n.e.g.",Autres activités de soins résidentiels n.c.a.,"Sonstige Heime (ohne Fremden-, Erholungs- und Ferienheime) a.n.g.",Other miscellaneous residential care activities n.e.c.
2,88,Maatschappelijke dienstverlening waarbij geen onderdak wordt verschaft,Activités d’action sociale sans hébergement,"Sozialwesen, ohne Heime",Social work activities without accommodation
3,88.1,Maatschappelijke dienstverlening zonder huisvesting voor ouderen of personen met een handicap,Activités d’action sociale sans hébergement pour personnes âgées ou en situation de handicap,Soziale Betreuung von älteren Menschen und von Menschen mit Behinderung,Social work activities without accommodation for older persons or persons with disabilities
4,88.10,Maatschappelijke dienstverlening zonder huisvesting voor ouderen of personen met een handicap,Activités d’action sociale sans hébergement pour personnes âgées ou en situation de handicap,Soziale Betreuung von älteren Menschen und von Menschen mit Behinderung,Social work activities without accommodation for older persons or persons with disabilities
5,88.101,"Activiteiten van bejaardenzorg aan huis, m.u.v. (thuis)verpleging","Activités de soins à domicile aux personnes âgées, sauf soins infirmiers (à domicile)","Tätigkeiten der Betreuung von älteren Menschen, mit Ausnahme von  häuslicher Pflege","Home care activities for older persons, except nursing care (at home)"
5,88.102,Activiteiten van dag- en dienstencentra voor ouderen,Activités des centres de jour et de services pour personnes âgées,Tätigkeiten der Tages- und Betreuungszentren für ältere Menschen,Activities of day and service centres for older persons
